timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-06T17:44:31,codecarbon,2f6f50ac-bf26-451e-bb05-6471fbeb653a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,17272.196663874995,0.0008922181390513,5.165632122041656e-08,0.5928886086956522,2.105340260869567,3.0,0.0021329951074547,0.0088952466342153,0.0108962732860074,0.0219245150276774,0.0,Sweden,SWE,stockholm county,,,macOS-26.4-arm64-arm-64bit,3.12.6,3.2.6,8,Apple M2,1,Apple M2,18.1566,59.3032,8.0,machine,15.632656772452632,0,83.4894292250836,3.734465910051759,N,1.0,0.0
2026-04-07T20:29:20,codecarbon,1b621eeb-4c51-4f61-9eef-0ce8bf9ac6d6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,93204.77810995799,0.004718544504571217,5.062556448559463e-08,0.43474771262886663,2.1241839884020526,3.0,0.00852410057773369,0.04843219677911526,0.058992701403961866,0.11594899876081116,0.0,Sweden,SWE,stockholm county,,,macOS-26.4-arm64-arm-64bit,3.12.6,3.2.6,8,Apple M2,1,Apple M2,18.1566,59.3032,8.0,machine,9.459986329756648,0,84.33706046370334,3.872318199657589,N,1.0,0.0
